feature,grid_value,species,mean_count
StartDepth,1.0521,Common Snook (Sub-adult),0.006834
StartDepth,1.0521,Spotted Seatrout (Adult),0.077246
StartDepth,1.0521,Spotted Seatrout (Recruit),0.268098
StartDepth,1.0521,Gray Snapper (Recruit),0.028864
StartDepth,1.0521,Gray Snapper (Sub-adult),0.056563
StartDepth,1.0521,Gag Grouper (Sub-adult),0.013216
StartDepth,1.0521,Red Drum (Recruit),0.022181
StartDepth,1.0521,Red Drum (Sub-adult),0.181432
StartDepth,1.0842,Sheepshead (Adult),0.174351
StartDepth,1.0842,Sheepshead (Recruit),0.015897
StartDepth,1.0842,Blue Crab (Recruit),0.254332
StartDepth,1.0842,Common Snook (Adult),0.357306
StartDepth,1.0842,Common Snook (Sub-adult),0.006846
StartDepth,1.0842,Spotted Seatrout (Adult),0.078523
StartDepth,1.0842,Spotted Seatrout (Recruit),0.268393
StartDepth,1.0842,Gray Snapper (Recruit),0.028811
StartDepth,1.0842,Gray Snapper (Sub-adult),0.057301
StartDepth,1.0842,Gag Grouper (Sub-adult),0.013456
StartDepth,1.0842,Red Drum (Recruit),0.022281
StartDepth,1.0842,Red Drum (Sub-adult),0.179983
StartDepth,1.1163,Sheepshead (Adult),0.174378
StartDepth,1.1163,Sheepshead (Recruit),0.015842
StartDepth,1.1163,Blue Crab (Recruit),0.254495
StartDepth,1.1163,Common Snook (Adult),0.356361
StartDepth,1.1163,Common Snook (Sub-adult),0.00686
StartDepth,1.1163,Spotted Seatrout (Adult),0.079809
StartDepth,1.1163,Spotted Seatrout (Recruit),0.26858
StartDepth,1.1163,Gray Snapper (Recruit),0.028761
StartDepth,1.1163,Gray Snapper (Sub-adult),0.058054
StartDepth,1.1163,Gag Grouper (Sub-adult),0.013698
StartDepth,1.1163,Red Drum (Recruit),0.022385
StartDepth,1.1163,Red Drum (Sub-adult),0.178498
StartDepth,1.1484,Sheepshead (Adult),0.174392
StartDepth,1.1484,Sheepshead (Recruit),0.015792
StartDepth,1.1484,Blue Crab (Recruit),0.254535
StartDepth,1.1484,Common Snook (Adult),0.355348
StartDepth,1.1484,Common Snook (Sub-adult),0.006863
StartDepth,1.1484,Spotted Seatrout (Adult),0.081117
StartDepth,1.1484,Spotted Seatrout (Recruit),0.268717
StartDepth,1.1484,Gray Snapper (Recruit),0.028683
StartDepth,1.1484,Gray Snapper (Sub-adult),0.058801
StartDepth,1.1484,Gag Grouper (Sub-adult),0.013941
StartDepth,1.1484,Red Drum (Recruit),0.022454
StartDepth,1.1484,Red Drum (Sub-adult),0.177005
StartDepth,1.1805,Sheepshead (Adult),0.174347
StartDepth,1.1805,Sheepshead (Recruit),0.015738
StartDepth,1.1805,Blue Crab (Recruit),0.254591
StartDepth,1.1805,Common Snook (Adult),0.35432
StartDepth,1.1805,Common Snook (Sub-adult),0.006859
StartDepth,1.1805,Spotted Seatrout (Adult),0.082464
StartDepth,1.1805,Spotted Seatrout (Recruit),0.268758
StartDepth,1.1805,Gray Snapper (Recruit),0.028595
StartDepth,1.1805,Gray Snapper (Sub-adult),0.059532
StartDepth,1.1805,Gag Grouper (Sub-adult),0.014183
StartDepth,1.1805,Red Drum (Recruit),0.022513
StartDepth,1.1805,Red Drum (Sub-adult),0.175482
Pinfish_A,-0.0,Sheepshead (Adult),0.145981
Pinfish_A,-0.0,Sheepshead (Recruit),0.017178
Pinfish_A,-0.0,Blue Crab (Recruit),0.260899
Pinfish_A,-0.0,Common Snook (Adult),0.307454
Pinfish_A,-0.0,Common Snook (Sub-adult),0.007023
Pinfish_A,-0.0,Spotted Seatrout (Adult),0.068138
Pinfish_A,-0.0,Spotted Seatrout (Recruit),0.277213
Pinfish_A,-0.0,Gray Snapper (Recruit),0.028733
Pinfish_A,-0.0,Gray Snapper (Sub-adult),0.042637
Pinfish_A,-0.0,Gag Grouper (Sub-adult),0.011107
Pinfish_A,-0.0,Red Drum (Recruit),0.021972
Pinfish_A,-0.0,Red Drum (Sub-adult),0.166757
Pinfish_A,0.1328,Sheepshead (Adult),0.148963
Pinfish_A,0.1328,Sheepshead (Recruit),0.017166
Pinfish_A,0.1328,Blue Crab (Recruit),0.26065
Pinfish_A,0.1328,Common Snook (Adult),0.312773
Pinfish_A,0.1328,Common Snook (Sub-adult),0.006977
Pinfish_A,0.1328,Spotted Seatrout (Adult),0.068995
Pinfish_A,0.1328,Spotted Seatrout (Recruit),0.275973
Pinfish_A,0.1328,Gray Snapper (Recruit),0.028831
Pinfish_A,0.1328,Gray Snapper (Sub-adult),0.043578
Pinfish_A,0.1328,Gag Grouper (Sub-adult),0.011314
Pinfish_A,0.1328,Red Drum (Recruit),0.021928
Pinfish_A,0.1328,Red Drum (Sub-adult),0.170086
Pinfish_A,0.2657,Sheepshead (Adult),0.151942
Pinfish_A,0.2657,Sheepshead (Recruit),0.017157
Pinfish_A,0.2657,Blue Crab (Recruit),0.260306
Pinfish_A,0.2657,Common Snook (Adult),0.317957
Pinfish_A,0.2657,Common Snook (Sub-adult),0.006927
Pinfish_A,0.2657,Spotted Seatrout (Adult),0.069813
Pinfish_A,0.2657,Spotted Seatrout (Recruit),0.274652
Pinfish_A,0.2657,Gray Snapper (Recruit),0.028911
Pinfish_A,0.2657,Gray Snapper (Sub-adult),0.044485
Pinfish_A,0.2657,Gag Grouper (Sub-adult),0.011507
Pinfish_A,0.2657,Red Drum (Recruit),0.021891
Pinfish_A,0.2657,Red Drum (Sub-adult),0.17337
Pinfish_A,0.3985,Sheepshead (Adult),0.154964
Pinfish_A,0.3985,Sheepshead (Recruit),0.01711
Pinfish_A,0.3985,Blue Crab (Recruit),0.259809
Pinfish_A,0.3985,Common Snook (Adult),0.32307
Pinfish_A,0.3985,Common Snook (Sub-adult),0.006873
Pinfish_A,0.3985,Spotted Seatrout (Adult),0.070631
Pinfish_A,0.3985,Spotted Seatrout (Recruit),0.273238
Pinfish_A,0.3985,Gray Snapper (Recruit),0.028973
Pinfish_A,0.3985,Gray Snapper (Sub-adult),0.045367
Pinfish_A,0.3985,Gag Grouper (Sub-adult),0.011688
Pinfish_A,0.3985,Red Drum (Recruit),0.021842
Pinfish_A,0.3985,Red Drum (Sub-adult),0.176664
Pinfish_A,0.5314,Sheepshead (Adult),0.15799
Pinfish_A,0.5314,Sheepshead (Recruit),0.017052
Pinfish_A,0.5314,Blue Crab (Recruit),0.259215
Pinfish_A,0.5314,Common Snook (Adult),0.328132
Pinfish_A,0.5314,Common Snook (Sub-adult),0.006809
Pinfish_A,0.5314,Spotted Seatrout (Adult),0.0714
Pinfish_A,0.5314,Spotted Seatrout (Recruit),0.271862
Pinfish_A,0.5314,Gray Snapper (Recruit),0.029019
Pinfish_A,0.5314,Gray Snapper (Sub-adult),0.046205
Pinfish_A,0.5314,Gag Grouper (Sub-adult),0.011848
Pinfish_A,0.5314,Red Drum (Recruit),0.021788
Pinfish_A,0.5314,Red Drum (Sub-adult),0.179943
Pinfish_A,0.6642,Sheepshead (Adult),0.160935
Pinfish_A,0.6642,Sheepshead (Recruit),0.016957
Pinfish_A,0.6642,Blue Crab (Recruit),0.258462
Pinfish_A,0.6642,Common Snook (Adult),0.333046
Pinfish_A,0.6642,Common Snook (Sub-adult),0.006746
Pinfish_A,0.6642,Spotted Seatrout (Adult),0.072081
Pinfish_A,0.6642,Spotted Seatrout (Recruit),0.270269
Pinfish_A,0.6642,Gray Snapper (Recruit),0.029039
Pinfish_A,0.6642,Gray Snapper (Sub-adult),0.047008
Pinfish_A,0.6642,Gag Grouper (Sub-adult),0.011986
Pinfish_A,0.6642,Red Drum (Recruit),0.021716
Pinfish_A,0.6642,Red Drum (Sub-adult),0.183228
Pinfish_A,0.797,Sheepshead (Adult),0.163863
Pinfish_A,0.797,Sheepshead (Recruit),0.016851
Pinfish_A,0.797,Blue Crab (Recruit),0.257559
Pinfish_A,0.797,Common Snook (Adult),0.337893
Pinfish_A,0.797,Common Snook (Sub-adult),0.006675
Pinfish_A,0.797,Spotted Seatrout (Adult),0.072745
Pinfish_A,0.797,Spotted Seatrout (Recruit),0.268653
Pinfish_A,0.797,Gray Snapper (Recruit),0.029043
Pinfish_A,0.797,Gray Snapper (Sub-adult),0.047787
Pinfish_A,0.797,Gag Grouper (Sub-adult),0.012103
Pinfish_A,0.797,Red Drum (Recruit),0.021657
Pinfish_A,0.797,Red Drum (Sub-adult),0.186537
Pinfish_A,0.9299,Sheepshead (Adult),0.166728
Pinfish_A,0.9299,Sheepshead (Recruit),0.016736
Pinfish_A,0.9299,Blue Crab (Recruit),0.256453
Pinfish_A,0.9299,Common Snook (Adult),0.342809
Pinfish_A,0.9299,Common Snook (Sub-adult),0.006598
Pinfish_A,0.9299,Spotted Seatrout (Adult),0.073302
Pinfish_A,0.9299,Spotted Seatrout (Recruit),0.266907
Pinfish_A,0.9299,Gray Snapper (Recruit),0.029026
Pinfish_A,0.9299,Gray Snapper (Sub-adult),0.048513
Pinfish_A,0.9299,Gag Grouper (Sub-adult),0.012203
Pinfish_A,0.9299,Red Drum (Recruit),0.021578
Pinfish_A,0.9299,Red Drum (Sub-adult),0.189838
Pinfish_A,1.0627,Sheepshead (Adult),0.16957
Pinfish_A,1.0627,Sheepshead (Recruit),0.016613
Pinfish_A,1.0627,Blue Crab (Recruit),0.255196
Pinfish_A,1.0627,Common Snook (Adult),0.347669
Pinfish_A,1.0627,Common Snook (Sub-adult),0.00652
Pinfish_A,1.0627,Spotted Seatrout (Adult),0.073827
Pinfish_A,1.0627,Spotted Seatrout (Recruit),0.264959
Pinfish_A,1.0627,Gray Snapper (Recruit),0.028992
Pinfish_A,1.0627,Gray Snapper (Sub-adult),0.049192
Pinfish_A,1.0627,Gag Grouper (Sub-adult),0.012299
Pinfish_A,1.0627,Red Drum (Recruit),0.021479
Pinfish_A,1.0627,Red Drum (Sub-adult),0.19314
Pinfish_A,1.1956,Sheepshead (Adult),0.172341
Pinfish_A,1.1956,Sheepshead (Recruit),0.016479
Pinfish_A,1.1956,Blue Crab (Recruit),0.253711
Pinfish_A,1.1956,Common Snook (Adult),0.352433
Pinfish_A,1.1956,Common Snook (Sub-adult),0.006435
Pinfish_A,1.1956,Spotted Seatrout (Adult),0.074309
Pinfish_A,1.1956,Spotted Seatrout (Recruit),0.263007
Pinfish_A,1.1956,Gray Snapper (Recruit),0.028935
Pinfish_A,1.1956,Gray Snapper (Sub-adult),0.049845
Pinfish_A,1.1956,Gag Grouper (Sub-adult),0.012371
Pinfish_A,1.1956,Red Drum (Recruit),0.021368
Pinfish_A,1.1956,Red Drum (Sub-adult),0.196495
Pinfish_A,1.3284,Sheepshead (Adult),0.175066
Pinfish_A,1.3284,Sheepshead (Recruit),0.016333
Pinfish_A,1.3284,Blue Crab (Recruit),0.251964
Pinfish_A,1.3284,Common Snook (Adult),0.357174
Pinfish_A,1.3284,Common Snook (Sub-adult),0.00636
Pinfish_A,1.3284,Spotted Seatrout (Adult),0.074769
Pinfish_A,1.3284,Spotted Seatrout (Recruit),0.260976
Pinfish_A,1.3284,Gray Snapper (Recruit),0.028866
Pinfish_A,1.3284,Gray Snapper (Sub-adult),0.050492
Pinfish_A,1.3284,Gag Grouper (Sub-adult),0.012436
Pinfish_A,1.3284,Red Drum (Recruit),0.021272
Pinfish_A,1.3284,Red Drum (Sub-adult),0.199816
Pinfish_A,1.4612,Sheepshead (Adult),0.177758
Pinfish_A,1.4612,Sheepshead (Recruit),0.016165
Pinfish_A,1.4612,Blue Crab (Recruit),0.25005
Pinfish_A,1.4612,Common Snook (Adult),0.361937
Pinfish_A,1.4612,Common Snook (Sub-adult),0.00628
Pinfish_A,1.4612,Spotted Seatrout (Adult),0.075177
Pinfish_A,1.4612,Spotted Seatrout (Recruit),0.258804
Pinfish_A,1.4612,Gray Snapper (Recruit),0.028772
Pinfish_A,1.4612,Gray Snapper (Sub-adult),0.051106
Pinfish_A,1.4612,Gag Grouper (Sub-adult),0.012484
Pinfish_A,1.4612,Red Drum (Recruit),0.021185
Pinfish_A,1.4612,Red Drum (Sub-adult),0.203196
Pinfish_A,1.5941,Sheepshead (Adult),0.180409
Pinfish_A,1.5941,Sheepshead (Recruit),0.016007
Pinfish_A,1.5941,Blue Crab (Recruit),0.248016
Pinfish_A,1.5941,Common Snook (Adult),0.366581
Pinfish_A,1.5941,Common Snook (Sub-adult),0.006197
Pinfish_A,1.5941,Spotted Seatrout (Adult),0.075559
Pinfish_A,1.5941,Spotted Seatrout (Recruit),0.256668
Pinfish_A,1.5941,Gray Snapper (Recruit),0.028665
Pinfish_A,1.5941,Gray Snapper (Sub-adult),0.051693
Pinfish_A,1.5941,Gag Grouper (Sub-adult),0.012527
Pinfish_A,1.5941,Red Drum (Recruit),0.02109
Pinfish_A,1.5941,Red Drum (Sub-adult),0.206629
Pinfish_A,1.7269,Sheepshead (Adult),0.183065
Pinfish_A,1.7269,Sheepshead (Recruit),0.015826
Pinfish_A,1.7269,Blue Crab (Recruit),0.245879
Pinfish_A,1.7269,Common Snook (Adult),0.371282
Pinfish_A,1.7269,Common Snook (Sub-adult),0.006118
Pinfish_A,1.7269,Spotted Seatrout (Adult),0.07591
Pinfish_A,1.7269,Spotted Seatrout (Recruit),0.254416
Pinfish_A,1.7269,Gray Snapper (Recruit),0.028552
Pinfish_A,1.7269,Gray Snapper (Sub-adult),0.05226
Pinfish_A,1.7269,Gag Grouper (Sub-adult),0.012555
Pinfish_A,1.7269,Red Drum (Recruit),0.021009
Pinfish_A,1.7269,Red Drum (Sub-adult),0.210159
Pinfish_A,1.8598,Sheepshead (Adult),0.185689
Pinfish_A,1.8598,Sheepshead (Recruit),0.015637
Pinfish_A,1.8598,Blue Crab (Recruit),0.243676
Pinfish_A,1.8598,Common Snook (Adult),0.375958
Pinfish_A,1.8598,Common Snook (Sub-adult),0.006036
Pinfish_A,1.8598,Spotted Seatrout (Adult),0.076239
Pinfish_A,1.8598,Spotted Seatrout (Recruit),0.252085
Pinfish_A,1.8598,Gray Snapper (Recruit),0.028433
Pinfish_A,1.8598,Gray Snapper (Sub-adult),0.052804
Pinfish_A,1.8598,Gag Grouper (Sub-adult),0.012577
Pinfish_A,1.8598,Red Drum (Recruit),0.020926
Pinfish_A,1.8598,Red Drum (Sub-adult),0.213748
Pinfish_A,1.9926,Sheepshead (Adult),0.188261
Pinfish_A,1.9926,Sheepshead (Recruit),0.015449
Pinfish_A,1.9926,Blue Crab (Recruit),0.241338
Pinfish_A,1.9926,Common Snook (Adult),0.380632
Pinfish_A,1.9926,Common Snook (Sub-adult),0.005954
Pinfish_A,1.9926,Spotted Seatrout (Adult),0.076571
Pinfish_A,1.9926,Spotted Seatrout (Recruit),0.249746
Pinfish_A,1.9926,Gray Snapper (Recruit),0.028304
Pinfish_A,1.9926,Gray Snapper (Sub-adult),0.053324
Pinfish_A,1.9926,Gag Grouper (Sub-adult),0.012586
Pinfish_A,1.9926,Red Drum (Recruit),0.020839
Pinfish_A,1.9926,Red Drum (Sub-adult),0.217355
Pinfish_A,2.1254,Sheepshead (Adult),0.19079
Pinfish_A,2.1254,Sheepshead (Recruit),0.015267
Pinfish_A,2.1254,Blue Crab (Recruit),0.238901
Pinfish_A,2.1254,Common Snook (Adult),0.385235
Pinfish_A,2.1254,Common Snook (Sub-adult),0.005875
Pinfish_A,2.1254,Spotted Seatrout (Adult),0.07686
Pinfish_A,2.1254,Spotted Seatrout (Recruit),0.247323
Pinfish_A,2.1254,Gray Snapper (Recruit),0.028173
Pinfish_A,2.1254,Gray Snapper (Sub-adult),0.053818
Pinfish_A,2.1254,Gag Grouper (Sub-adult),0.012589
Pinfish_A,2.1254,Red Drum (Recruit),0.020752
Pinfish_A,2.1254,Red Drum (Sub-adult),0.221005
Pinfish_A,2.2583,Sheepshead (Adult),0.193267
Pinfish_A,2.2583,Sheepshead (Recruit),0.015064
Pinfish_A,2.2583,Blue Crab (Recruit),0.23644
Pinfish_A,2.2583,Common Snook (Adult),0.389752
Pinfish_A,2.2583,Common Snook (Sub-adult),0.005808
Pinfish_A,2.2583,Spotted Seatrout (Adult),0.07712
Pinfish_A,2.2583,Spotted Seatrout (Recruit),0.244888
Pinfish_A,2.2583,Gray Snapper (Recruit),0.028026
Pinfish_A,2.2583,Gray Snapper (Sub-adult),0.054291
Pinfish_A,2.2583,Gag Grouper (Sub-adult),0.012581
Pinfish_A,2.2583,Red Drum (Recruit),0.020666
Pinfish_A,2.2583,Red Drum (Sub-adult),0.224757
Pinfish_A,2.3911,Sheepshead (Adult),0.195696
Pinfish_A,2.3911,Sheepshead (Recruit),0.014866
Pinfish_A,2.3911,Blue Crab (Recruit),0.233934
Pinfish_A,2.3911,Common Snook (Adult),0.394272
Pinfish_A,2.3911,Common Snook (Sub-adult),0.005724
Pinfish_A,2.3911,Spotted Seatrout (Adult),0.077378
Pinfish_A,2.3911,Spotted Seatrout (Recruit),0.242387
Pinfish_A,2.3911,Gray Snapper (Recruit),0.027863
Pinfish_A,2.3911,Gray Snapper (Sub-adult),0.054737
Pinfish_A,2.3911,Gag Grouper (Sub-adult),0.012552
Pinfish_A,2.3911,Red Drum (Recruit),0.020577
Pinfish_A,2.3911,Red Drum (Sub-adult),0.228628
Pinfish_A,2.5239,Sheepshead (Adult),0.198044
Pinfish_A,2.5239,Sheepshead (Recruit),0.014658
Pinfish_A,2.5239,Blue Crab (Recruit),0.231468
Pinfish_A,2.5239,Common Snook (Adult),0.398696
Pinfish_A,2.5239,Common Snook (Sub-adult),0.005655
Pinfish_A,2.5239,Spotted Seatrout (Adult),0.077618
Pinfish_A,2.5239,Spotted Seatrout (Recruit),0.239794
Pinfish_A,2.5239,Gray Snapper (Recruit),0.027703
Pinfish_A,2.5239,Gray Snapper (Sub-adult),0.055168
Pinfish_A,2.5239,Gag Grouper (Sub-adult),0.012523
Pinfish_A,2.5239,Red Drum (Recruit),0.020512
Pinfish_A,2.5239,Red Drum (Sub-adult),0.232577
Pinfish_R,-0.0,Sheepshead (Adult),0.167129
Pinfish_R,-0.0,Sheepshead (Recruit),0.012689
Pinfish_R,-0.0,Blue Crab (Recruit),0.261933
Pinfish_R,-0.0,Common Snook (Adult),0.350833
Pinfish_R,-0.0,Common Snook (Sub-adult),0.006668
Pinfish_R,-0.0,Spotted Seatrout (Adult),0.073775
Pinfish_R,-0.0,Spotted Seatrout (Recruit),0.266686
Pinfish_R,-0.0,Gray Snapper (Recruit),0.028204
Pinfish_R,-0.0,Gray Snapper (Sub-adult),0.05197
Pinfish_R,-0.0,Gag Grouper (Sub-adult),0.01264
Pinfish_R,-0.0,Red Drum (Recruit),0.021356
Pinfish_R,-0.0,Red Drum (Sub-adult),0.189214
Pinfish_R,0.1449,Sheepshead (Adult),0.167971
Pinfish_R,0.1449,Sheepshead (Recruit),0.012952
Pinfish_R,0.1449,Blue Crab (Recruit),0.260473
Pinfish_R,0.1449,Common Snook (Adult),0.353327
Pinfish_R,0.1449,Common Snook (Sub-adult),0.006743
Pinfish_R,0.1449,Spotted Seatrout (Adult),0.073102
Pinfish_R,0.1449,Spotted Seatrout (Recruit),0.266733
Pinfish_R,0.1449,Gray Snapper (Recruit),0.028714
Pinfish_R,0.1449,Gray Snapper (Sub-adult),0.052463
Pinfish_R,0.1449,Gag Grouper (Sub-adult),0.012647
Pinfish_R,0.1449,Red Drum (Recruit),0.021395
Pinfish_R,0.1449,Red Drum (Sub-adult),0.189329
Pinfish_R,0.2898,Sheepshead (Adult),0.168778
Pinfish_R,0.2898,Sheepshead (Recruit),0.013224
Pinfish_R,0.2898,Blue Crab (Recruit),0.259034
Pinfish_R,0.2898,Common Snook (Adult),0.355735
Pinfish_R,0.2898,Common Snook (Sub-adult),0.006805
Pinfish_R,0.2898,Spotted Seatrout (Adult),0.072451
Pinfish_R,0.2898,Spotted Seatrout (Recruit),0.266862
Pinfish_R,0.2898,Gray Snapper (Recruit),0.029217
Pinfish_R,0.2898,Gray Snapper (Sub-adult),0.052936
Pinfish_R,0.2898,Gag Grouper (Sub-adult),0.012649
Pinfish_R,0.2898,Red Drum (Recruit),0.021443
Pinfish_R,0.2898,Red Drum (Sub-adult),0.189408
Pinfish_R,0.4347,Sheepshead (Adult),0.169559
Pinfish_R,0.4347,Sheepshead (Recruit),0.013501
Pinfish_R,0.4347,Blue Crab (Recruit),0.257574
Pinfish_R,0.4347,Common Snook (Adult),0.358098
Pinfish_R,0.4347,Common Snook (Sub-adult),0.006862
Pinfish_R,0.4347,Spotted Seatrout (Adult),0.071863
Pinfish_R,0.4347,Spotted Seatrout (Recruit),0.266954
Pinfish_R,0.4347,Gray Snapper (Recruit),0.0297
Pinfish_R,0.4347,Gray Snapper (Sub-adult),0.053374
Pinfish_R,0.4347,Gag Grouper (Sub-adult),0.012649
Pinfish_R,0.4347,Red Drum (Recruit),0.02148
Pinfish_R,0.4347,Red Drum (Sub-adult),0.18944
Pinfish_R,0.5795,Sheepshead (Adult),0.170361
Pinfish_R,0.5795,Sheepshead (Recruit),0.01379
Pinfish_R,0.5795,Blue Crab (Recruit),0.256224
Pinfish_R,0.5795,Common Snook (Adult),0.360434
Pinfish_R,0.5795,Common Snook (Sub-adult),0.006911
Pinfish_R,0.5795,Spotted Seatrout (Adult),0.071319
Pinfish_R,0.5795,Spotted Seatrout (Recruit),0.267115
Pinfish_R,0.5795,Gray Snapper (Recruit),0.030168
Pinfish_R,0.5795,Gray Snapper (Sub-adult),0.053785
Pinfish_R,0.5795,Gag Grouper (Sub-adult),0.012651
Pinfish_R,0.5795,Red Drum (Recruit),0.021503
Pinfish_R,0.5795,Red Drum (Sub-adult),0.189487
Pinfish_R,0.7244,Sheepshead (Adult),0.171138
Pinfish_R,0.7244,Sheepshead (Recruit),0.014083
Pinfish_R,0.7244,Blue Crab (Recruit),0.25482
Pinfish_R,0.7244,Common Snook (Adult),0.362695
Pinfish_R,0.7244,Common Snook (Sub-adult),0.006954
Pinfish_R,0.7244,Spotted Seatrout (Adult),0.070811
Pinfish_R,0.7244,Spotted Seatrout (Recruit),0.26723
Pinfish_R,0.7244,Gray Snapper (Recruit),0.030635
Pinfish_R,0.7244,Gray Snapper (Sub-adult),0.054172
Pinfish_R,0.7244,Gag Grouper (Sub-adult),0.012647
Pinfish_R,0.7244,Red Drum (Recruit),0.021528
Pinfish_R,0.7244,Red Drum (Sub-adult),0.189528
Pinfish_R,0.8693,Sheepshead (Adult),0.171893
Pinfish_R,0.8693,Sheepshead (Recruit),0.014382
Pinfish_R,0.8693,Blue Crab (Recruit),0.253446
Pinfish_R,0.8693,Common Snook (Adult),0.365021
Pinfish_R,0.8693,Common Snook (Sub-adult),0.007005
Pinfish_R,0.8693,Spotted Seatrout (Adult),0.07031
Pinfish_R,0.8693,Spotted Seatrout (Recruit),0.267325
Pinfish_R,0.8693,Gray Snapper (Recruit),0.031092
Pinfish_R,0.8693,Gray Snapper (Sub-adult),0.05455
Pinfish_R,0.8693,Gag Grouper (Sub-adult),0.012651
Pinfish_R,0.8693,Red Drum (Recruit),0.02155
Pinfish_R,0.8693,Red Drum (Sub-adult),0.189516
Pinfish_R,1.0142,Sheepshead (Adult),0.172585
Pinfish_R,1.0142,Sheepshead (Recruit),0.014697
Pinfish_R,1.0142,Blue Crab (Recruit),0.252057
Pinfish_R,1.0142,Common Snook (Adult),0.367243
Pinfish_R,1.0142,Common Snook (Sub-adult),0.007043
Pinfish_R,1.0142,Spotted Seatrout (Adult),0.069814
Pinfish_R,1.0142,Spotted Seatrout (Recruit),0.267402
Pinfish_R,1.0142,Gray Snapper (Recruit),0.031528
Pinfish_R,1.0142,Gray Snapper (Sub-adult),0.054869
Pinfish_R,1.0142,Gag Grouper (Sub-adult),0.012652
Pinfish_R,1.0142,Red Drum (Recruit),0.021559
Pinfish_R,1.0142,Red Drum (Sub-adult),0.189407
Pinfish_R,1.1591,Sheepshead (Adult),0.173217
Pinfish_R,1.1591,Sheepshead (Recruit),0.015021
Pinfish_R,1.1591,Blue Crab (Recruit),0.250658
Pinfish_R,1.1591,Common Snook (Adult),0.369476
Pinfish_R,1.1591,Common Snook (Sub-adult),0.007075
Pinfish_R,1.1591,Spotted Seatrout (Adult),0.069327
Pinfish_R,1.1591,Spotted Seatrout (Recruit),0.267427
Pinfish_R,1.1591,Gray Snapper (Recruit),0.031955
Pinfish_R,1.1591,Gray Snapper (Sub-adult),0.055138
Pinfish_R,1.1591,Gag Grouper (Sub-adult),0.012647
Pinfish_R,1.1591,Red Drum (Recruit),0.02156
Pinfish_R,1.1591,Red Drum (Sub-adult),0.189249
Pinfish_R,1.304,Sheepshead (Adult),0.173789
Pinfish_R,1.304,Sheepshead (Recruit),0.015366
Pinfish_R,1.304,Blue Crab (Recruit),0.24922
Pinfish_R,1.304,Common Snook (Adult),0.371668
Pinfish_R,1.304,Common Snook (Sub-adult),0.007104
Pinfish_R,1.304,Spotted Seatrout (Adult),0.068825
Pinfish_R,1.304,Spotted Seatrout (Recruit),0.267559
Pinfish_R,1.304,Gray Snapper (Recruit),0.032369
Pinfish_R,1.304,Gray Snapper (Sub-adult),0.055372
Pinfish_R,1.304,Gag Grouper (Sub-adult),0.012641
Pinfish_R,1.304,Red Drum (Recruit),0.021519
Pinfish_R,1.304,Red Drum (Sub-adult),0.189064
Pinfish_R,1.4489,Sheepshead (Adult),0.174338
Pinfish_R,1.4489,Sheepshead (Recruit),0.015713
Pinfish_R,1.4489,Blue Crab (Recruit),0.247728
Pinfish_R,1.4489,Common Snook (Adult),0.373751
Pinfish_R,1.4489,Common Snook (Sub-adult),0.007124
Pinfish_R,1.4489,Spotted Seatrout (Adult),0.068317
Pinfish_R,1.4489,Spotted Seatrout (Recruit),0.267655
Pinfish_R,1.4489,Gray Snapper (Recruit),0.032769
Pinfish_R,1.4489,Gray Snapper (Sub-adult),0.055557
Pinfish_R,1.4489,Gag Grouper (Sub-adult),0.012629
Pinfish_R,1.4489,Red Drum (Recruit),0.021452
Pinfish_R,1.4489,Red Drum (Sub-adult),0.188878
Pinfish_R,1.5937,Sheepshead (Adult),0.174828
Pinfish_R,1.5937,Sheepshead (Recruit),0.016075
Pinfish_R,1.5937,Blue Crab (Recruit),0.246368
Pinfish_R,1.5937,Common Snook (Adult),0.375745
Pinfish_R,1.5937,Common Snook (Sub-adult),0.007135
Pinfish_R,1.5937,Spotted Seatrout (Adult),0.067809
Pinfish_R,1.5937,Spotted Seatrout (Recruit),0.267705
Pinfish_R,1.5937,Gray Snapper (Recruit),0.03314
Pinfish_R,1.5937,Gray Snapper (Sub-adult),0.055709
Pinfish_R,1.5937,Gag Grouper (Sub-adult),0.012616
Pinfish_R,1.5937,Red Drum (Recruit),0.021376
Pinfish_R,1.5937,Red Drum (Sub-adult),0.188625
Pinfish_R,1.7386,Sheepshead (Adult),0.175202
Pinfish_R,1.7386,Sheepshead (Recruit),0.016433
Pinfish_R,1.7386,Blue Crab (Recruit),0.244971
Pinfish_R,1.7386,Common Snook (Adult),0.377726
Pinfish_R,1.7386,Common Snook (Sub-adult),0.007136
Pinfish_R,1.7386,Spotted Seatrout (Adult),0.067259
Pinfish_R,1.7386,Spotted Seatrout (Recruit),0.267704
Pinfish_R,1.7386,Gray Snapper (Recruit),0.033493
Pinfish_R,1.7386,Gray Snapper (Sub-adult),0.055805
Pinfish_R,1.7386,Gag Grouper (Sub-adult),0.012589
Pinfish_R,1.7386,Red Drum (Recruit),0.021266
Pinfish_R,1.7386,Red Drum (Sub-adult),0.18831
Pinfish_R,1.8835,Sheepshead (Adult),0.17551
Pinfish_R,1.8835,Sheepshead (Recruit),0.016803
Pinfish_R,1.8835,Blue Crab (Recruit),0.243655
Pinfish_R,1.8835,Common Snook (Adult),0.379641
Pinfish_R,1.8835,Common Snook (Sub-adult),0.007128
