feature,grid_value,species,mean_count
Acres_Restored,208.9185,Red Drum (Recruit),38.725596
Acres_Restored,208.9185,Red Drum (Sub-adult),333.728539
targeted_habitat_num,0.0,Sheepshead (Adult),311.108377
targeted_habitat_num,0.0,Sheepshead (Recruit),29.972419
targeted_habitat_num,0.0,Blue Crab (Recruit),461.872139
targeted_habitat_num,0.0,Common Snook (Adult),631.955572
targeted_habitat_num,0.0,Common Snook (Sub-adult),12.145923
targeted_habitat_num,0.0,Spotted Seatrout (Adult),134.984774
targeted_habitat_num,0.0,Spotted Seatrout (Recruit),487.511084
targeted_habitat_num,0.0,Gray Snapper (Recruit),52.194395
targeted_habitat_num,0.0,Gray Snapper (Sub-adult),95.015731
targeted_habitat_num,0.0,Gag Grouper (Sub-adult),23.026672
targeted_habitat_num,0.0,Red Drum (Recruit),37.957768
targeted_habitat_num,0.0,Red Drum (Sub-adult),343.657436
targeted_habitat_num,0.0382,Sheepshead (Adult),310.441475
targeted_habitat_num,0.0382,Sheepshead (Recruit),29.711613
targeted_habitat_num,0.0382,Blue Crab (Recruit),459.512558
targeted_habitat_num,0.0382,Common Snook (Adult),632.277168
targeted_habitat_num,0.0382,Common Snook (Sub-adult),12.142456
targeted_habitat_num,0.0382,Spotted Seatrout (Adult),133.981482
targeted_habitat_num,0.0382,Spotted Seatrout (Recruit),485.668257
targeted_habitat_num,0.0382,Gray Snapper (Recruit),52.115738
targeted_habitat_num,0.0382,Gray Snapper (Sub-adult),95.504345
targeted_habitat_num,0.0382,Gag Grouper (Sub-adult),23.154163
targeted_habitat_num,0.0382,Red Drum (Recruit),38.011611
targeted_habitat_num,0.0382,Red Drum (Sub-adult),341.782566
targeted_habitat_num,0.0763,Sheepshead (Adult),309.784854
targeted_habitat_num,0.0763,Sheepshead (Recruit),29.459456
targeted_habitat_num,0.0763,Blue Crab (Recruit),457.174389
targeted_habitat_num,0.0763,Common Snook (Adult),632.603594
targeted_habitat_num,0.0763,Common Snook (Sub-adult),12.126062
targeted_habitat_num,0.0763,Spotted Seatrout (Adult),132.953234
targeted_habitat_num,0.0763,Spotted Seatrout (Recruit),484.008617
targeted_habitat_num,0.0763,Gray Snapper (Recruit),52.012979
targeted_habitat_num,0.0763,Gray Snapper (Sub-adult),95.986411
targeted_habitat_num,0.0763,Gag Grouper (Sub-adult),23.274036
targeted_habitat_num,0.0763,Red Drum (Recruit),38.051991
targeted_habitat_num,0.0763,Red Drum (Sub-adult),339.946571
targeted_habitat_num,0.1145,Sheepshead (Adult),309.13908
targeted_habitat_num,0.1145,Sheepshead (Recruit),29.19611
targeted_habitat_num,0.1145,Blue Crab (Recruit),454.810448
targeted_habitat_num,0.1145,Common Snook (Adult),632.973312
targeted_habitat_num,0.1145,Common Snook (Sub-adult),12.112625
targeted_habitat_num,0.1145,Spotted Seatrout (Adult),131.988552
targeted_habitat_num,0.1145,Spotted Seatrout (Recruit),482.138029
targeted_habitat_num,0.1145,Gray Snapper (Recruit),51.897757
targeted_habitat_num,0.1145,Gray Snapper (Sub-adult),96.467431
targeted_habitat_num,0.1145,Gag Grouper (Sub-adult),23.387878
targeted_habitat_num,0.1145,Red Drum (Recruit),38.105886
targeted_habitat_num,0.1145,Red Drum (Sub-adult),338.144131
targeted_habitat_num,0.1527,Sheepshead (Adult),308.501001
targeted_habitat_num,0.1527,Sheepshead (Recruit),28.922764
targeted_habitat_num,0.1527,Blue Crab (Recruit),452.423832
targeted_habitat_num,0.1527,Common Snook (Adult),633.438139
targeted_habitat_num,0.1527,Common Snook (Sub-adult),12.096378
targeted_habitat_num,0.1527,Spotted Seatrout (Adult),131.029856
targeted_habitat_num,0.1527,Spotted Seatrout (Recruit),480.238253
targeted_habitat_num,0.1527,Gray Snapper (Recruit),51.770615
targeted_habitat_num,0.1527,Gray Snapper (Sub-adult),96.945921
targeted_habitat_num,0.1527,Gag Grouper (Sub-adult),23.492749
targeted_habitat_num,0.1527,Red Drum (Recruit),38.148332
targeted_habitat_num,0.1527,Red Drum (Sub-adult),336.42461
targeted_habitat_num,0.1909,Sheepshead (Adult),307.909011
targeted_habitat_num,0.1909,Sheepshead (Recruit),28.653474
targeted_habitat_num,0.1909,Blue Crab (Recruit),450.090034
targeted_habitat_num,0.1909,Common Snook (Adult),633.835096
targeted_habitat_num,0.1909,Common Snook (Sub-adult),12.075997
targeted_habitat_num,0.1909,Spotted Seatrout (Adult),130.130138
targeted_habitat_num,0.1909,Spotted Seatrout (Recruit),478.314497
targeted_habitat_num,0.1909,Gray Snapper (Recruit),51.617804
targeted_habitat_num,0.1909,Gray Snapper (Sub-adult),97.448939
targeted_habitat_num,0.1909,Gag Grouper (Sub-adult),23.594575
targeted_habitat_num,0.1909,Red Drum (Recruit),38.202955
targeted_habitat_num,0.1909,Red Drum (Sub-adult),334.772526
targeted_habitat_num,0.229,Sheepshead (Adult),307.322612
targeted_habitat_num,0.229,Sheepshead (Recruit),28.373551
targeted_habitat_num,0.229,Blue Crab (Recruit),447.763546
targeted_habitat_num,0.229,Common Snook (Adult),634.357395
targeted_habitat_num,0.229,Common Snook (Sub-adult),12.066
targeted_habitat_num,0.229,Spotted Seatrout (Adult),129.253237
targeted_habitat_num,0.229,Spotted Seatrout (Recruit),476.347805
targeted_habitat_num,0.229,Gray Snapper (Recruit),51.470374
targeted_habitat_num,0.229,Gray Snapper (Sub-adult),97.969564
targeted_habitat_num,0.229,Gag Grouper (Sub-adult),23.695012
targeted_habitat_num,0.229,Red Drum (Recruit),38.249487
targeted_habitat_num,0.229,Red Drum (Sub-adult),333.19408
targeted_habitat_num,0.2672,Sheepshead (Adult),306.722341
targeted_habitat_num,0.2672,Sheepshead (Recruit),28.095727
targeted_habitat_num,0.2672,Blue Crab (Recruit),445.453262
targeted_habitat_num,0.2672,Common Snook (Adult),634.840199
targeted_habitat_num,0.2672,Common Snook (Sub-adult),12.050334
targeted_habitat_num,0.2672,Spotted Seatrout (Adult),128.455605
targeted_habitat_num,0.2672,Spotted Seatrout (Recruit),474.297766
targeted_habitat_num,0.2672,Gray Snapper (Recruit),51.298484
targeted_habitat_num,0.2672,Gray Snapper (Sub-adult),98.49283
targeted_habitat_num,0.2672,Gag Grouper (Sub-adult),23.78374
targeted_habitat_num,0.2672,Red Drum (Recruit),38.313719
targeted_habitat_num,0.2672,Red Drum (Sub-adult),331.673298
targeted_habitat_num,0.3054,Sheepshead (Adult),306.116214
targeted_habitat_num,0.3054,Sheepshead (Recruit),27.806712
targeted_habitat_num,0.3054,Blue Crab (Recruit),443.028793
targeted_habitat_num,0.3054,Common Snook (Adult),635.359753
targeted_habitat_num,0.3054,Common Snook (Sub-adult),12.032471
targeted_habitat_num,0.3054,Spotted Seatrout (Adult),127.624378
targeted_habitat_num,0.3054,Spotted Seatrout (Recruit),472.146439
targeted_habitat_num,0.3054,Gray Snapper (Recruit),51.123417
targeted_habitat_num,0.3054,Gray Snapper (Sub-adult),99.012552
targeted_habitat_num,0.3054,Gag Grouper (Sub-adult),23.864414
targeted_habitat_num,0.3054,Red Drum (Recruit),38.388514
targeted_habitat_num,0.3054,Red Drum (Sub-adult),330.20705
targeted_habitat_num,0.3436,Sheepshead (Adult),305.528687
targeted_habitat_num,0.3436,Sheepshead (Recruit),27.509322
targeted_habitat_num,0.3436,Blue Crab (Recruit),440.717777
targeted_habitat_num,0.3436,Common Snook (Adult),635.834827
targeted_habitat_num,0.3436,Common Snook (Sub-adult),11.999424
targeted_habitat_num,0.3436,Spotted Seatrout (Adult),126.881983
targeted_habitat_num,0.3436,Spotted Seatrout (Recruit),469.90304
targeted_habitat_num,0.3436,Gray Snapper (Recruit),50.927949
targeted_habitat_num,0.3436,Gray Snapper (Sub-adult),99.530178
targeted_habitat_num,0.3436,Gag Grouper (Sub-adult),23.935252
targeted_habitat_num,0.3436,Red Drum (Recruit),38.427036
targeted_habitat_num,0.3436,Red Drum (Sub-adult),328.775345
targeted_habitat_num,0.3817,Sheepshead (Adult),304.96276
targeted_habitat_num,0.3817,Sheepshead (Recruit),27.21478
targeted_habitat_num,0.3817,Blue Crab (Recruit),438.44445
targeted_habitat_num,0.3817,Common Snook (Adult),636.426481
targeted_habitat_num,0.3817,Common Snook (Sub-adult),11.972738
targeted_habitat_num,0.3817,Spotted Seatrout (Adult),126.189425
targeted_habitat_num,0.3817,Spotted Seatrout (Recruit),467.627949
targeted_habitat_num,0.3817,Gray Snapper (Recruit),50.729036
targeted_habitat_num,0.3817,Gray Snapper (Sub-adult),100.08232
targeted_habitat_num,0.3817,Gag Grouper (Sub-adult),24.005043
targeted_habitat_num,0.3817,Red Drum (Recruit),38.495585
targeted_habitat_num,0.3817,Red Drum (Sub-adult),327.324097
targeted_habitat_num,0.4199,Sheepshead (Adult),304.356323
targeted_habitat_num,0.4199,Sheepshead (Recruit),26.910975
targeted_habitat_num,0.4199,Blue Crab (Recruit),436.13253
targeted_habitat_num,0.4199,Common Snook (Adult),637.0207
targeted_habitat_num,0.4199,Common Snook (Sub-adult),11.940478
targeted_habitat_num,0.4199,Spotted Seatrout (Adult),125.491119
targeted_habitat_num,0.4199,Spotted Seatrout (Recruit),465.251457
targeted_habitat_num,0.4199,Gray Snapper (Recruit),50.525204
targeted_habitat_num,0.4199,Gray Snapper (Sub-adult),100.625731
targeted_habitat_num,0.4199,Gag Grouper (Sub-adult),24.070379
targeted_habitat_num,0.4199,Red Drum (Recruit),38.569041
targeted_habitat_num,0.4199,Red Drum (Sub-adult),325.891064
targeted_habitat_num,0.4581,Sheepshead (Adult),303.762086
targeted_habitat_num,0.4581,Sheepshead (Recruit),26.59821
targeted_habitat_num,0.4581,Blue Crab (Recruit),433.918217
targeted_habitat_num,0.4581,Common Snook (Adult),637.660433
targeted_habitat_num,0.4581,Common Snook (Sub-adult),11.919717
targeted_habitat_num,0.4581,Spotted Seatrout (Adult),124.757496
targeted_habitat_num,0.4581,Spotted Seatrout (Recruit),462.82292
targeted_habitat_num,0.4581,Gray Snapper (Recruit),50.311779
targeted_habitat_num,0.4581,Gray Snapper (Sub-adult),101.185339
targeted_habitat_num,0.4581,Gag Grouper (Sub-adult),24.139098
targeted_habitat_num,0.4581,Red Drum (Recruit),38.607959
targeted_habitat_num,0.4581,Red Drum (Sub-adult),324.439529
targeted_habitat_num,0.4963,Sheepshead (Adult),303.181807
targeted_habitat_num,0.4963,Sheepshead (Recruit),26.285273
targeted_habitat_num,0.4963,Blue Crab (Recruit),431.580536
targeted_habitat_num,0.4963,Common Snook (Adult),638.275898
targeted_habitat_num,0.4963,Common Snook (Sub-adult),11.868684
targeted_habitat_num,0.4963,Spotted Seatrout (Adult),124.086155
targeted_habitat_num,0.4963,Spotted Seatrout (Recruit),460.435751
targeted_habitat_num,0.4963,Gray Snapper (Recruit),50.078057
targeted_habitat_num,0.4963,Gray Snapper (Sub-adult),101.732968
targeted_habitat_num,0.4963,Gag Grouper (Sub-adult),24.191066
targeted_habitat_num,0.4963,Red Drum (Recruit),38.670035
targeted_habitat_num,0.4963,Red Drum (Sub-adult),323.045242
targeted_habitat_num,0.5344,Sheepshead (Adult),302.600655
targeted_habitat_num,0.5344,Sheepshead (Recruit),25.961841
targeted_habitat_num,0.5344,Blue Crab (Recruit),429.36916
targeted_habitat_num,0.5344,Common Snook (Adult),638.935032
targeted_habitat_num,0.5344,Common Snook (Sub-adult),11.835694
targeted_habitat_num,0.5344,Spotted Seatrout (Adult),123.431099
targeted_habitat_num,0.5344,Spotted Seatrout (Recruit),457.942434
targeted_habitat_num,0.5344,Gray Snapper (Recruit),49.841163
targeted_habitat_num,0.5344,Gray Snapper (Sub-adult),102.30459
targeted_habitat_num,0.5344,Gag Grouper (Sub-adult),24.243359
targeted_habitat_num,0.5344,Red Drum (Recruit),38.720487
targeted_habitat_num,0.5344,Red Drum (Sub-adult),321.655323
targeted_habitat_num,0.5726,Sheepshead (Adult),302.014939
targeted_habitat_num,0.5726,Sheepshead (Recruit),25.652181
targeted_habitat_num,0.5726,Blue Crab (Recruit),427.156723
targeted_habitat_num,0.5726,Common Snook (Adult),639.601387
targeted_habitat_num,0.5726,Common Snook (Sub-adult),11.807552
targeted_habitat_num,0.5726,Spotted Seatrout (Adult),122.776089
targeted_habitat_num,0.5726,Spotted Seatrout (Recruit),455.49353
targeted_habitat_num,0.5726,Gray Snapper (Recruit),49.601498
targeted_habitat_num,0.5726,Gray Snapper (Sub-adult),102.864038
targeted_habitat_num,0.5726,Gag Grouper (Sub-adult),24.292388
targeted_habitat_num,0.5726,Red Drum (Recruit),38.790664
targeted_habitat_num,0.5726,Red Drum (Sub-adult),320.345009
targeted_habitat_num,0.6108,Sheepshead (Adult),301.452971
targeted_habitat_num,0.6108,Sheepshead (Recruit),25.339322
targeted_habitat_num,0.6108,Blue Crab (Recruit),425.01461
targeted_habitat_num,0.6108,Common Snook (Adult),640.343367
targeted_habitat_num,0.6108,Common Snook (Sub-adult),11.776004
targeted_habitat_num,0.6108,Spotted Seatrout (Adult),122.112188
targeted_habitat_num,0.6108,Spotted Seatrout (Recruit),452.989824
targeted_habitat_num,0.6108,Gray Snapper (Recruit),49.364293
targeted_habitat_num,0.6108,Gray Snapper (Sub-adult),103.444104
targeted_habitat_num,0.6108,Gag Grouper (Sub-adult),24.33837
targeted_habitat_num,0.6108,Red Drum (Recruit),38.830131
targeted_habitat_num,0.6108,Red Drum (Sub-adult),319.040318
targeted_habitat_num,0.649,Sheepshead (Adult),300.851656
targeted_habitat_num,0.649,Sheepshead (Recruit),25.011902
targeted_habitat_num,0.649,Blue Crab (Recruit),422.796207
targeted_habitat_num,0.649,Common Snook (Adult),641.050085
targeted_habitat_num,0.649,Common Snook (Sub-adult),11.738534
targeted_habitat_num,0.649,Spotted Seatrout (Adult),121.460695
targeted_habitat_num,0.649,Spotted Seatrout (Recruit),450.470003
targeted_habitat_num,0.649,Gray Snapper (Recruit),49.109988
targeted_habitat_num,0.649,Gray Snapper (Sub-adult),104.009535
targeted_habitat_num,0.649,Gag Grouper (Sub-adult),24.378552
targeted_habitat_num,0.649,Red Drum (Recruit),38.857154
targeted_habitat_num,0.649,Red Drum (Sub-adult),317.740276
targeted_habitat_num,0.6871,Sheepshead (Adult),300.284244
targeted_habitat_num,0.6871,Sheepshead (Recruit),24.708578
targeted_habitat_num,0.6871,Blue Crab (Recruit),420.670979
targeted_habitat_num,0.6871,Common Snook (Adult),641.706919
targeted_habitat_num,0.6871,Common Snook (Sub-adult),11.713123
targeted_habitat_num,0.6871,Spotted Seatrout (Adult),120.86174
targeted_habitat_num,0.6871,Spotted Seatrout (Recruit),447.946875
targeted_habitat_num,0.6871,Gray Snapper (Recruit),48.862762
targeted_habitat_num,0.6871,Gray Snapper (Sub-adult),104.613528
targeted_habitat_num,0.6871,Gag Grouper (Sub-adult),24.423296
targeted_habitat_num,0.6871,Red Drum (Recruit),38.913188
targeted_habitat_num,0.6871,Red Drum (Sub-adult),316.443245
targeted_habitat_num,0.7253,Sheepshead (Adult),299.719545
targeted_habitat_num,0.7253,Sheepshead (Recruit),24.403209
targeted_habitat_num,0.7253,Blue Crab (Recruit),418.487232
targeted_habitat_num,0.7253,Common Snook (Adult),642.442633
targeted_habitat_num,0.7253,Common Snook (Sub-adult),11.688765
targeted_habitat_num,0.7253,Spotted Seatrout (Adult),120.238651
targeted_habitat_num,0.7253,Spotted Seatrout (Recruit),445.372078
targeted_habitat_num,0.7253,Gray Snapper (Recruit),48.610603
targeted_habitat_num,0.7253,Gray Snapper (Sub-adult),105.230954
targeted_habitat_num,0.7253,Gag Grouper (Sub-adult),24.462078
targeted_habitat_num,0.7253,Red Drum (Recruit),38.969506
targeted_habitat_num,0.7253,Red Drum (Sub-adult),315.197716
Restoration_technique,-0.0,Sheepshead (Adult),307.906758
Restoration_technique,-0.0,Sheepshead (Recruit),28.746252
Restoration_technique,-0.0,Blue Crab (Recruit),458.047256
Restoration_technique,-0.0,Common Snook (Adult),657.199835
Restoration_technique,-0.0,Common Snook (Sub-adult),11.284791
Restoration_technique,-0.0,Spotted Seatrout (Adult),127.702364
Restoration_technique,-0.0,Spotted Seatrout (Recruit),472.994625
Restoration_technique,-0.0,Gray Snapper (Recruit),51.678739
Restoration_technique,-0.0,Gray Snapper (Sub-adult),99.13285
Restoration_technique,-0.0,Gag Grouper (Sub-adult),23.423197
Restoration_technique,-0.0,Red Drum (Recruit),38.020392
Restoration_technique,-0.0,Red Drum (Sub-adult),333.762405
Restoration_technique,0.0385,Sheepshead (Adult),307.210422
Restoration_technique,0.0385,Sheepshead (Recruit),28.874271
Restoration_technique,0.0385,Blue Crab (Recruit),459.279938
Restoration_technique,0.0385,Common Snook (Adult),654.875319
Restoration_technique,0.0385,Common Snook (Sub-adult),11.445023
Restoration_technique,0.0385,Spotted Seatrout (Adult),127.826002
Restoration_technique,0.0385,Spotted Seatrout (Recruit),474.188271
Restoration_technique,0.0385,Gray Snapper (Recruit),51.792257
Restoration_technique,0.0385,Gray Snapper (Sub-adult),98.927754
Restoration_technique,0.0385,Gag Grouper (Sub-adult),23.339012
Restoration_technique,0.0385,Red Drum (Recruit),38.103883
Restoration_technique,0.0385,Red Drum (Sub-adult),335.239906
Restoration_technique,0.077,Sheepshead (Adult),306.550981
Restoration_technique,0.077,Sheepshead (Recruit),29.033302
Restoration_technique,0.077,Blue Crab (Recruit),460.523163
Restoration_technique,0.077,Common Snook (Adult),652.698767
Restoration_technique,0.077,Common Snook (Sub-adult),11.590703
Restoration_technique,0.077,Spotted Seatrout (Adult),127.907711
Restoration_technique,0.077,Spotted Seatrout (Recruit),475.197941
Restoration_technique,0.077,Gray Snapper (Recruit),51.885145
Restoration_technique,0.077,Gray Snapper (Sub-adult),98.725205
Restoration_technique,0.077,Gag Grouper (Sub-adult),23.2537
Restoration_technique,0.077,Red Drum (Recruit),38.187576
Restoration_technique,0.077,Red Drum (Sub-adult),336.613773
Restoration_technique,0.1155,Sheepshead (Adult),305.928447
Restoration_technique,0.1155,Sheepshead (Recruit),29.160259
Restoration_technique,0.1155,Blue Crab (Recruit),461.795406
Restoration_technique,0.1155,Common Snook (Adult),650.578123
Restoration_technique,0.1155,Common Snook (Sub-adult),11.745881
Restoration_technique,0.1155,Spotted Seatrout (Adult),128.000032
Restoration_technique,0.1155,Spotted Seatrout (Recruit),476.179644
Restoration_technique,0.1155,Gray Snapper (Recruit),51.978755
Restoration_technique,0.1155,Gray Snapper (Sub-adult),98.54477
Restoration_technique,0.1155,Gag Grouper (Sub-adult),23.170774
Restoration_technique,0.1155,Red Drum (Recruit),38.260628
Restoration_technique,0.1155,Red Drum (Sub-adult),338.019802
Restoration_technique,0.154,Sheepshead (Adult),305.300472
Restoration_technique,0.154,Sheepshead (Recruit),29.289837
Restoration_technique,0.154,Blue Crab (Recruit),462.963394
Restoration_technique,0.154,Common Snook (Adult),648.509909
Restoration_technique,0.154,Common Snook (Sub-adult),11.901642
Restoration_technique,0.154,Spotted Seatrout (Adult),128.103868
Restoration_technique,0.154,Spotted Seatrout (Recruit),477.214115
Restoration_technique,0.154,Gray Snapper (Recruit),52.069619
Restoration_technique,0.154,Gray Snapper (Sub-adult),98.352327
Restoration_technique,0.154,Gag Grouper (Sub-adult),23.085399
Restoration_technique,0.154,Red Drum (Recruit),38.29916
Restoration_technique,0.154,Red Drum (Sub-adult),339.402122
Restoration_technique,0.1926,Sheepshead (Adult),304.669109
Restoration_technique,0.1926,Sheepshead (Recruit),29.429505
Restoration_technique,0.1926,Blue Crab (Recruit),464.239117
Restoration_technique,0.1926,Common Snook (Adult),646.430208
Restoration_technique,0.1926,Common Snook (Sub-adult),12.059756
Restoration_technique,0.1926,Spotted Seatrout (Adult),128.203144
Restoration_technique,0.1926,Spotted Seatrout (Recruit),478.235531
Restoration_technique,0.1926,Gray Snapper (Recruit),52.167547
Restoration_technique,0.1926,Gray Snapper (Sub-adult),98.161825
Restoration_technique,0.1926,Gag Grouper (Sub-adult),22.998952
Restoration_technique,0.1926,Red Drum (Recruit),38.351391
Restoration_technique,0.1926,Red Drum (Sub-adult),340.753006
Restoration_technique,0.2311,Sheepshead (Adult),304.065992
Restoration_technique,0.2311,Sheepshead (Recruit),29.558956
Restoration_technique,0.2311,Blue Crab (Recruit),465.442551
Restoration_technique,0.2311,Common Snook (Adult),644.498335
Restoration_technique,0.2311,Common Snook (Sub-adult),12.224594
Restoration_technique,0.2311,Spotted Seatrout (Adult),128.320383
Restoration_technique,0.2311,Spotted Seatrout (Recruit),479.183268
Restoration_technique,0.2311,Gray Snapper (Recruit),52.262657
Restoration_technique,0.2311,Gray Snapper (Sub-adult),97.994064
Restoration_technique,0.2311,Gag Grouper (Sub-adult),22.916764
Restoration_technique,0.2311,Red Drum (Recruit),38.406847
Restoration_technique,0.2311,Red Drum (Sub-adult),342.129772
Restoration_technique,0.2696,Sheepshead (Adult),303.461027
Restoration_technique,0.2696,Sheepshead (Recruit),29.711826
Restoration_technique,0.2696,Blue Crab (Recruit),466.671654
Restoration_technique,0.2696,Common Snook (Adult),642.573368
Restoration_technique,0.2696,Common Snook (Sub-adult),12.381396
Restoration_technique,0.2696,Spotted Seatrout (Adult),128.423544
Restoration_technique,0.2696,Spotted Seatrout (Recruit),480.156805
Restoration_technique,0.2696,Gray Snapper (Recruit),52.342364
Restoration_technique,0.2696,Gray Snapper (Sub-adult),97.817656
Restoration_technique,0.2696,Gag Grouper (Sub-adult),22.83565
Restoration_technique,0.2696,Red Drum (Recruit),38.45523
Restoration_technique,0.2696,Red Drum (Sub-adult),343.439949
Restoration_technique,0.3081,Sheepshead (Adult),302.85169
Restoration_technique,0.3081,Sheepshead (Recruit),29.840669
Restoration_technique,0.3081,Blue Crab (Recruit),467.819622
Restoration_technique,0.3081,Common Snook (Adult),640.830009
Restoration_technique,0.3081,Common Snook (Sub-adult),12.550683
Restoration_technique,0.3081,Spotted Seatrout (Adult),128.515335
Restoration_technique,0.3081,Spotted Seatrout (Recruit),481.06118
Restoration_technique,0.3081,Gray Snapper (Recruit),52.420437
Restoration_technique,0.3081,Gray Snapper (Sub-adult),97.663609
Restoration_technique,0.3081,Gag Grouper (Sub-adult),22.75301
Restoration_technique,0.3081,Red Drum (Recruit),38.485191
Restoration_technique,0.3081,Red Drum (Sub-adult),344.801388
Restoration_technique,0.3466,Sheepshead (Adult),302.260468
Restoration_technique,0.3466,Sheepshead (Recruit),29.981822
Restoration_technique,0.3466,Blue Crab (Recruit),468.892452
Restoration_technique,0.3466,Common Snook (Adult),639.069782
Restoration_technique,0.3466,Common Snook (Sub-adult),12.714359
Restoration_technique,0.3466,Spotted Seatrout (Adult),128.629084
Restoration_technique,0.3466,Spotted Seatrout (Recruit),481.855463
Restoration_technique,0.3466,Gray Snapper (Recruit),52.482399
Restoration_technique,0.3466,Gray Snapper (Sub-adult),97.491884
Restoration_technique,0.3466,Gag Grouper (Sub-adult),22.665067
Restoration_technique,0.3466,Red Drum (Recruit),38.512553
Restoration_technique,0.3466,Red Drum (Sub-adult),346.124519
Restoration_technique,0.3851,Sheepshead (Adult),301.663863
Restoration_technique,0.3851,Sheepshead (Recruit),30.115542
Restoration_technique,0.3851,Blue Crab (Recruit),470.017929
Restoration_technique,0.3851,Common Snook (Adult),637.364626
Restoration_technique,0.3851,Common Snook (Sub-adult),12.882623
Restoration_technique,0.3851,Spotted Seatrout (Adult),128.686512
Restoration_technique,0.3851,Spotted Seatrout (Recruit),482.668547
Restoration_technique,0.3851,Gray Snapper (Recruit),52.549656
Restoration_technique,0.3851,Gray Snapper (Sub-adult),97.336651
Restoration_technique,0.3851,Gag Grouper (Sub-adult),22.581239
Restoration_technique,0.3851,Red Drum (Recruit),38.522523
Restoration_technique,0.3851,Red Drum (Sub-adult),347.383011
Restoration_technique,0.4236,Sheepshead (Adult),301.082226
Restoration_technique,0.4236,Sheepshead (Recruit),30.251502
Restoration_technique,0.4236,Blue Crab (Recruit),471.046669
Restoration_technique,0.4236,Common Snook (Adult),635.701097
Restoration_technique,0.4236,Common Snook (Sub-adult),13.043916
Restoration_technique,0.4236,Spotted Seatrout (Adult),128.779022
Restoration_technique,0.4236,Spotted Seatrout (Recruit),483.400839
Restoration_technique,0.4236,Gray Snapper (Recruit),52.605409
Restoration_technique,0.4236,Gray Snapper (Sub-adult),97.159378
Restoration_technique,0.4236,Gag Grouper (Sub-adult),22.492576
Restoration_technique,0.4236,Red Drum (Recruit),38.531775
Restoration_technique,0.4236,Red Drum (Sub-adult),348.626392
Restoration_technique,0.4621,Sheepshead (Adult),300.481967
Restoration_technique,0.4621,Sheepshead (Recruit),30.370679
Restoration_technique,0.4621,Blue Crab (Recruit),472.003632
Restoration_technique,0.4621,Common Snook (Adult),634.052082
Restoration_technique,0.4621,Common Snook (Sub-adult),13.2042
Restoration_technique,0.4621,Spotted Seatrout (Adult),128.907209
Restoration_technique,0.4621,Spotted Seatrout (Recruit),484.090546
Restoration_technique,0.4621,Gray Snapper (Recruit),52.665778
Restoration_technique,0.4621,Gray Snapper (Sub-adult),96.977232
Restoration_technique,0.4621,Gag Grouper (Sub-adult),22.401458
Restoration_technique,0.4621,Red Drum (Recruit),38.529462
Restoration_technique,0.4621,Red Drum (Sub-adult),349.831326
Restoration_technique,0.5007,Sheepshead (Adult),299.90429
Restoration_technique,0.5007,Sheepshead (Recruit),30.497537
Restoration_technique,0.5007,Blue Crab (Recruit),472.99025
Restoration_technique,0.5007,Common Snook (Adult),632.555454
Restoration_technique,0.5007,Common Snook (Sub-adult),13.367761
Restoration_technique,0.5007,Spotted Seatrout (Adult),129.055916
Restoration_technique,0.5007,Spotted Seatrout (Recruit),484.818817
Restoration_technique,0.5007,Gray Snapper (Recruit),52.743695
Restoration_technique,0.5007,Gray Snapper (Sub-adult),96.820303
Restoration_technique,0.5007,Gag Grouper (Sub-adult),22.316055
Restoration_technique,0.5007,Red Drum (Recruit),38.522314
Restoration_technique,0.5007,Red Drum (Sub-adult),350.989063
Restoration_technique,0.5392,Sheepshead (Adult),299.304011
Restoration_technique,0.5392,Sheepshead (Recruit),30.625216
Restoration_technique,0.5392,Blue Crab (Recruit),473.911594
Restoration_technique,0.5392,Common Snook (Adult),631.05019
Restoration_technique,0.5392,Common Snook (Sub-adult),13.529159
Restoration_technique,0.5392,Spotted Seatrout (Adult),129.19726
Restoration_technique,0.5392,Spotted Seatrout (Recruit),485.413383
Restoration_technique,0.5392,Gray Snapper (Recruit),52.799031
Restoration_technique,0.5392,Gray Snapper (Sub-adult),96.641962
Restoration_technique,0.5392,Gag Grouper (Sub-adult),22.229368
Restoration_technique,0.5392,Red Drum (Recruit),38.517891
Restoration_technique,0.5392,Red Drum (Sub-adult),352.065868
Restoration_technique,0.5777,Sheepshead (Adult),298.699359
Restoration_technique,0.5777,Sheepshead (Recruit),30.754261
Restoration_technique,0.5777,Blue Crab (Recruit),474.896027
Restoration_technique,0.5777,Common Snook (Adult),629.538565
Restoration_technique,0.5777,Common Snook (Sub-adult),13.705058
Restoration_technique,0.5777,Spotted Seatrout (Adult),129.311506
Restoration_technique,0.5777,Spotted Seatrout (Recruit),485.980686
Restoration_technique,0.5777,Gray Snapper (Recruit),52.864296
Restoration_technique,0.5777,Gray Snapper (Sub-adult),96.47737
Restoration_technique,0.5777,Gag Grouper (Sub-adult),22.145332
Restoration_technique,0.5777,Red Drum (Recruit),38.520755
Restoration_technique,0.5777,Red Drum (Sub-adult),353.106869
Restoration_technique,0.6162,Sheepshead (Adult),298.06654
Restoration_technique,0.6162,Sheepshead (Recruit),30.874081
Restoration_technique,0.6162,Blue Crab (Recruit),475.791828
Restoration_technique,0.6162,Common Snook (Adult),628.057327
Restoration_technique,0.6162,Common Snook (Sub-adult),13.866081
Restoration_technique,0.6162,Spotted Seatrout (Adult),129.403217
